Entity	Class	Table	Property	Columns	Type	Kind
NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	SUBJECTGROUPS	AllTeachers		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Users.User, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.SubjectGroup.AllTeachers)	collection
NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	SUBJECTGROUPS	Classes		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Classes.Class, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.SubjectGroup.Classes)	collection
NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	SUBJECTGROUPS	Totals		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.ClassJournal.Total, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.SubjectGroup.Totals)	collection
NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	SUBJECTGROUPS	Plans		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Subjectplan, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.SubjectGroup.Plans)	collection
NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	SUBJECTGROUPS	Terms		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.SubjectGroupTerm, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.SubjectGroup.Terms)	collection
NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	SUBJECTGROUPS	Grades		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.SubjectGroupGrade, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.SubjectGroup.Grades)	collection
NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	SUBJECTGROUPS	Yeartotals		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.ClassJournal.YearTotal, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.SubjectGroup.Yeartotals)	collection
NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	SUBJECTGROUPS	SubjectGroupScheduleTimeVariants		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Schedule.SubjectGroupScheduleTimeVariant, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.SubjectGroup.SubjectGroupScheduleTimeVariants)	collection
NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	SUBJECTGROUPS	AccessJournal		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.AccessJournal.SubjectGroupAccessJournalDetailsEntry, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.SubjectGroup.AccessJournal)	collection
NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	SUBJECTGROUPS	ExamTypes		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.ClassJournal.SgExamType, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.SubjectGroup.ExamTypes)	collection
NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	SUBJECTGROUPS	Comments	COMMENTS	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	SUBJECTGROUPS	Name	NAME	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	SUBJECTGROUPS	ExtName	EXTNAME	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	SUBJECTGROUPS	GradingSys	GRADINGSYS	NHibernate.Type.EnumType`1[[NetCity.Common.ObjectModel.Nhibernate.GradingSys, NetCity.Common, Version=0.11.30.0, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]], NHibernate	property
NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	SUBJECTGROUPS	IupLevel	IUP_LEVEL	Int32	property
NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	SUBJECTGROUPS	IsModular	ISMODULAR	Boolean	property
NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	SUBJECTGROUPS	Subject	SUBJECTID	NetCity.Common.ObjectModel.Nhibernate.Subject	many-to-one
NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	SUBJECTGROUPS	ModularSubjectGroup	MODULARSGID	NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	many-to-one
NetCity.Common.ObjectModel.Nhibernate.ExtraActivity.ExtraDirection	NetCity.Common.ObjectModel.Nhibernate.ExtraActivity.ExtraDirection	EA_DIRECTIONS	Id	ID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.ExtraActivity.ExtraDirection	NetCity.Common.ObjectModel.Nhibernate.ExtraActivity.ExtraDirection	EA_DIRECTIONS	Name	NAME	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ExtraActivity.ExtraOrgForm	NetCity.Common.ObjectModel.Nhibernate.ExtraActivity.ExtraOrgForm	EA_ORGFORMS	Id	ID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.ExtraActivity.ExtraOrgForm	NetCity.Common.ObjectModel.Nhibernate.ExtraActivity.ExtraOrgForm	EA_ORGFORMS	SubjectGroups		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.ExtraActivity.ExtraSubjectGroup, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.ExtraActivity.ExtraOrgForm.SubjectGroups)	collection
NetCity.Common.ObjectModel.Nhibernate.ExtraActivity.ExtraOrgForm	NetCity.Common.ObjectModel.Nhibernate.ExtraActivity.ExtraOrgForm	EA_ORGFORMS	Name	NAME	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ExtraActivity.ExtraOrgForm	NetCity.Common.ObjectModel.Nhibernate.ExtraActivity.ExtraOrgForm	EA_ORGFORMS	OrderNo	ORDERNO	Int32	property
NetCity.Common.ObjectModel.Nhibernate.ExtraActivity.ExtraOrgForm	NetCity.Common.ObjectModel.Nhibernate.ExtraActivity.ExtraOrgForm	EA_ORGFORMS	School	SCHOOLID	NetCity.Common.ObjectModel.Nhibernate.Organizations.School	many-to-one
NetCity.Common.ObjectModel.Nhibernate.SubjectGroupTerm	NetCity.Common.ObjectModel.Nhibernate.SubjectGroupTerm	SUBJECTGROUPSTERMS	StudentTermGroups		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.StudentTermGroup, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.SubjectGroupTerm.StudentTermGroups)	collection
NetCity.Common.ObjectModel.Nhibernate.Subject	NetCity.Common.ObjectModel.Nhibernate.Subject	SUBJECTS	Id	SUBJECTID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.Subject	NetCity.Common.ObjectModel.Nhibernate.Subject	SUBJECTS	Groups		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Group, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.Subject.Groups)	collection
NetCity.Common.ObjectModel.Nhibernate.Subject	NetCity.Common.ObjectModel.Nhibernate.Subject	SUBJECTS	Curiculumns		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Curiculum.Curiculum, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.Subject.Curiculumns)	collection
NetCity.Common.ObjectModel.Nhibernate.Subject	NetCity.Common.ObjectModel.Nhibernate.Subject	SUBJECTS	IupCuriculums		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Curiculum.IupCuriculum, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.Subject.IupCuriculums)	collection
NetCity.Common.ObjectModel.Nhibernate.Subject	NetCity.Common.ObjectModel.Nhibernate.Subject	SUBJECTS	EaCuriculums		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Curiculum.EaCuriculum, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.Subject.EaCuriculums)	collection
NetCity.Common.ObjectModel.Nhibernate.Subject	NetCity.Common.ObjectModel.Nhibernate.Subject	SUBJECTS	SubjectGroups		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.SubjectGroup, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.Subject.SubjectGroups)	collection
NetCity.Common.ObjectModel.Nhibernate.Subject	NetCity.Common.ObjectModel.Nhibernate.Subject	SUBJECTS	Subjectplans		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Subjectplan, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.Subject.Subjectplans)	collection
NetCity.Common.ObjectModel.Nhibernate.Subject	NetCity.Common.ObjectModel.Nhibernate.Subject	SUBJECTS	Teacherssubjects		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Teacherssubject, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.Subject.Teacherssubjects)	collection
NetCity.Common.ObjectModel.Nhibernate.Subject	NetCity.Common.ObjectModel.Nhibernate.Subject	SUBJECTS	Users		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Users.User, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.Subject.Users)	collection
NetCity.Common.ObjectModel.Nhibernate.Subject	NetCity.Common.ObjectModel.Nhibernate.Subject	SUBJECTS	Rooms		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Schedule.Room, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.Subject.Rooms)	collection
NetCity.Common.ObjectModel.Nhibernate.Subject	NetCity.Common.ObjectModel.Nhibernate.Subject	SUBJECTS	Subjectabbrev	SUBJECTABBREV	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.Subject	NetCity.Common.ObjectModel.Nhibernate.Subject	SUBJECTS	Subjectname	SUBJECTNAME	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.Subject	NetCity.Common.ObjectModel.Nhibernate.Subject	SUBJECTS	Order	SUBJORDER	Int32	property
NetCity.Common.ObjectModel.Nhibernate.Subject	NetCity.Common.ObjectModel.Nhibernate.Subject	SUBJECTS	ExtraCurricular	EXTRACURRICULAR	Boolean	property
NetCity.Common.ObjectModel.Nhibernate.Subject	NetCity.Common.ObjectModel.Nhibernate.Subject	SUBJECTS	IsModular	ISMODULAR	Boolean	property
NetCity.Common.ObjectModel.Nhibernate.Subject	NetCity.Common.ObjectModel.Nhibernate.Subject	SUBJECTS	UseExemption	USEEXEMPTION	Boolean	property
NetCity.Common.ObjectModel.Nhibernate.Subject	NetCity.Common.ObjectModel.Nhibernate.Subject	SUBJECTS	GlobalSubject	GLOBALSUBJID	NetCity.Common.ObjectModel.Nhibernate.GlobalSubject	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Subject	NetCity.Common.ObjectModel.Nhibernate.Subject	SUBJECTS	ParentSubject	PARENTSUBJECTID	NetCity.Common.ObjectModel.Nhibernate.ParentSubject	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Subject	NetCity.Common.ObjectModel.Nhibernate.Subject	SUBJECTS	School	SCHOOLID	NetCity.Common.ObjectModel.Nhibernate.Organizations.School	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Subject	NetCity.Common.ObjectModel.Nhibernate.Subject	SUBJECTS	Subjectfield	FIELDID	NetCity.Common.ObjectModel.Nhibernate.Subjectfield	many-to-one
NetCity.Common.ObjectModel.Nhibernate.Subject	NetCity.Common.ObjectModel.Nhibernate.Subject	SUBJECTS	Direction	DIRECTIONID	NetCity.Common.ObjectModel.Nhibernate.ExtraActivity.ExtraDirection	many-to-one
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonActivityGroup	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonActivityGroup	LESSONACTIVITYGROUPS	Id	Id	Int32	id
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonActivityGroup	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonActivityGroup	LESSONACTIVITYGROUPS	Step	STEP	Int32	property
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonActivityGroup	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonActivityGroup	LESSONACTIVITYGROUPS	Type	ACTIVITYTYPE	NHibernate.Type.EnumType`1[[NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LearnActivityType, NetCity.Common, Version=0.11.30.0, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]], NHibernate	property
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonActivityGroup	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonActivityGroup	LESSONACTIVITYGROUPS	Code	CODE	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonActivityGroup	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonActivityGroup	LESSONACTIVITYGROUPS	Name	NAME	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMap	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMap	LESSONMAPS	Id	Id	Int32	id
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMap	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMap	LESSONMAPS	Tasks		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMapTask, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMap.Tasks)	collection
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMap	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMap	LESSONMAPS	Type	LESSONTYPE	NHibernate.Type.EnumType`1[[NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonType, NetCity.Common, Version=0.11.30.0, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]], NHibernate	property
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMap	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMap	LESSONMAPS	Subject	LESSONMAPSUBJECTID	NHibernate.Type.EnumType`1[[NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMapSubject, NetCity.Common, Version=0.11.30.0, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]], NHibernate	property
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMap	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMap	LESSONMAPS	Lesson	LESSONID	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	many-to-one
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMap	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMap	LESSONMAPS	SubjectGroup	SGID	NetCity.Common.ObjectModel.Nhibernate.SubjectGroup	many-to-one
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMap	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMap	LESSONMAPS	SchoolYear	SCHOOLYEARID	NetCity.Common.ObjectModel.Nhibernate.Schoolyear	many-to-one
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMap	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMap	LESSONMAPS	Model	LESSONMODELID	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonModel	many-to-one
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMap	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMap	LESSONMAPS	Author	AUTHORID	NetCity.Common.ObjectModel.Nhibernate.Users.User	many-to-one
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	LESSONS	Id	LESSONID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	LESSONS	Classmeetings		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.Schedule.Classmeeting, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson.Classmeetings)	collection
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	LESSONS	ContentElements		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.QualityAssessment.ContentElement, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson.ContentElements)	collection
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	LESSONS	FileAttachments		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.FileAttachment, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson.FileAttachments)	collection
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	LESSONS	Bookref	BOOKREF	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	LESSONS	Description	DESCRIPTION	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	LESSONS	Extrainfo1	EXTRAINFO1	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	LESSONS	Extrainfo2	EXTRAINFO2	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	LESSONS	Extrainfo3	EXTRAINFO3	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	LESSONS	Extrainfo4	EXTRAINFO4	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	LESSONS	Homeassignment	HOMEASSIGNMENT	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	LESSONS	Lessondetails	DETAILS	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	LESSONS	Hours	HOURS	Int32	property
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	LESSONS	Lessonname	LESSONNAME	String	property
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	LESSONS	Num	NLESSONINUNIT	Int32	property
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Lesson	LESSONS	Unit	UNITID	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.Unit	many-to-one
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMapTask	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMapTask	LESSONMAPTASKS	Id	ID	Int32	id
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMapTask	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMapTask	LESSONMAPTASKS	Activities		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonLearnActivity, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMapTask.Activities)	collection
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMapTask	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMapTask	LESSONMAPTASKS	SubjectSkills		System.Collections.Generic.ISet`1[[NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.SubjectSkill, NetCity.Common.ObjectModel, Version=5.14.65351.225, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]](NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMapTask.SubjectSkills)	collection
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMapTask	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMapTask	LESSONMAPTASKS	Number	NUMBER	Int32	property
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMapTask	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMapTask	LESSONMAPTASKS	Task	TASK	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMapTask	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMapTask	LESSONMAPTASKS	TeacherActivity	TEACHERACTIVITY	AnsiString	property
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMapTask	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMapTask	LESSONMAPTASKS	CommunicationForm	COMMUNICATIONFORM	NHibernate.Type.EnumType`1[[NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.CommunicationForm, NetCity.Common, Version=0.11.30.0, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]], NHibernate	property
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMapTask	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMapTask	LESSONMAPTASKS	ControlForm	CONTROLFORM	NHibernate.Type.EnumType`1[[NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.ControlForm, NetCity.Common, Version=0.11.30.0, Culture=neutral, PublicKeyToken=ea3eeeb5c070719f]], NHibernate	property
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMapTask	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMapTask	LESSONMAPTASKS	LessonMap	LESSONMAPID	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMap	many-to-one
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMapTask	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonMapTask	LESSONMAPTASKS	ModelStage	LESSONSTAGEMODELID	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonModelStage	many-to-one
NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonModel	NetCity.Common.ObjectModel.Nhibernate.ThematicPlanning.LessonMaps.LessonModel	LESSONMODELS	Id	ID	Int32	id
